Gmt time,Open,High,Low,Close,Volume
01.01.2018 00:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 01:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 02:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 03:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 04:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 05:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 06:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 07:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 08:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 09:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 10:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 11:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 12:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 13:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 14:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 15:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 16:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 17:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 18:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 19:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 20:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 21:00:00.000,0.69177,0.69177,0.69177,0.69177,0
01.01.2018 22:00:00.000,0.69492,0.69492,0.69241,0.69302,1195.4
01.01.2018 23:00:00.000,0.69287,0.69302,0.68997,0.69101,4449.4902
02.01.2018 00:00:00.000,0.69101,0.69243,0.69101,0.69203,1781.61
02.01.2018 01:00:00.000,0.69202,0.69246,0.69154,0.69210,3108.6201
02.01.2018 02:00:00.000,0.69212,0.69258,0.69198,0.69219,1784.34
02.01.2018 03:00:00.000,0.69220,0.69297,0.69220,0.69265,2321.8701
02.01.2018 04:00:00.000,0.69266,0.69310,0.69228,0.69280,1391.2
02.01.2018 05:00:00.000,0.69281,0.69374,0.69268,0.69346,1763.25
02.01.2018 06:00:00.000,0.69346,0.69395,0.69337,0.69361,2112.5801
02.01.2018 07:00:00.000,0.69359,0.69412,0.69269,0.69311,2974.4099
02.01.2018 08:00:00.000,0.69312,0.69360,0.69255,0.69337,3513.21
02.01.2018 09:00:00.000,0.69334,0.69339,0.69152,0.69152,2891.52
02.01.2018 10:00:00.000,0.69154,0.69193,0.69107,0.69165,3938.5701
02.01.2018 11:00:00.000,0.69165,0.69174,0.69037,0.69047,2564.3701
02.01.2018 12:00:00.000,0.69049,0.69171,0.68953,0.69117,2668.3501
02.01.2018 13:00:00.000,0.69115,0.69139,0.69049,0.69087,3584.29
02.01.2018 14:00:00.000,0.69087,0.69187,0.69080,0.69128,4539.8198
02.01.2018 15:00:00.000,0.69128,0.69170,0.69040,0.69143,5135.8101
02.01.2018 16:00:00.000,0.69144,0.69166,0.69023,0.69061,5442.2402
02.01.2018 17:00:00.000,0.69062,0.69134,0.69056,0.69077,2990.1201
02.01.2018 18:00:00.000,0.69079,0.69113,0.69048,0.69111,2220.3
02.01.2018 19:00:00.000,0.69112,0.69123,0.69068,0.69100,1526.02
02.01.2018 20:00:00.000,0.69099,0.69134,0.69067,0.69073,1719.42
02.01.2018 21:00:00.000,0.69072,0.69095,0.69009,0.69085,1207.23
02.01.2018 22:00:00.000,0.69086,0.69149,0.69017,0.69064,4050.4099
02.01.2018 23:00:00.000,0.69061,0.69061,0.68964,0.68975,3213.72
03.01.2018 00:00:00.000,0.68972,0.69046,0.68970,0.68979,2206.47
03.01.2018 01:00:00.000,0.68979,0.69007,0.68888,0.68932,2831.98
03.01.2018 02:00:00.000,0.68933,0.68945,0.68803,0.68833,2762.6101
03.01.2018 03:00:00.000,0.68835,0.68910,0.68803,0.68884,2000.72
03.01.2018 04:00:00.000,0.68885,0.68960,0.68856,0.68948,2144.1299
03.01.2018 05:00:00.000,0.68948,0.69006,0.68940,0.68980,2038.6899
03.01.2018 06:00:00.000,0.68979,0.69024,0.68949,0.69014,2104.3899
03.01.2018 07:00:00.000,0.69013,0.69075,0.68974,0.69031,3461.3601
03.01.2018 08:00:00.000,0.69030,0.69119,0.68980,0.69099,3268.48
03.01.2018 09:00:00.000,0.69099,0.69146,0.69066,0.69088,2992.6399
03.01.2018 10:00:00.000,0.69086,0.69320,0.69074,0.69313,2934.03
03.01.2018 11:00:00.000,0.69313,0.69394,0.69309,0.69378,2999.3101
03.01.2018 12:00:00.000,0.69377,0.69385,0.69258,0.69283,2770.6001
03.01.2018 13:00:00.000,0.69282,0.69410,0.69247,0.69375,3134.75
03.01.2018 14:00:00.000,0.69374,0.69381,0.69292,0.69357,3950.53
03.01.2018 15:00:00.000,0.69345,0.69475,0.69318,0.69319,5149.9399
03.01.2018 16:00:00.000,0.69322,0.69370,0.69293,0.69348,3561.22
03.01.2018 17:00:00.000,0.69348,0.69414,0.69325,0.69395,1568.87
03.01.2018 18:00:00.000,0.69392,0.69402,0.69343,0.69387,2438.4199
03.01.2018 19:00:00.000,0.69396,0.69412,0.69324,0.69404,4847.5498
03.01.2018 20:00:00.000,0.69402,0.69430,0.69326,0.69333,3050.6499
03.01.2018 21:00:00.000,0.69332,0.69360,0.69268,0.69331,1795.6899
03.01.2018 22:00:00.000,0.69330,0.69377,0.69278,0.69300,2773.1299
03.01.2018 23:00:00.000,0.69312,0.69341,0.69259,0.69263,1060.28
04.01.2018 00:00:00.000,0.69265,0.69285,0.69209,0.69263,1981.72
04.01.2018 01:00:00.000,0.69262,0.69263,0.69176,0.69258,2307.97
04.01.2018 02:00:00.000,0.69257,0.69396,0.69252,0.69386,2348.9099
04.01.2018 03:00:00.000,0.69390,0.69432,0.69327,0.69431,2240.49
04.01.2018 04:00:00.000,0.69433,0.69487,0.69421,0.69461,2018.47
04.01.2018 05:00:00.000,0.69461,0.69507,0.69444,0.69477,1750.59
04.01.2018 06:00:00.000,0.69476,0.69603,0.69465,0.69529,3748.1201
04.01.2018 07:00:00.000,0.69530,0.69649,0.69516,0.69629,3121.96
04.01.2018 08:00:00.000,0.69630,0.69645,0.69500,0.69526,3515.9099
04.01.2018 09:00:00.000,0.69528,0.69585,0.69484,0.69527,3358.6499
04.01.2018 10:00:00.000,0.69527,0.69582,0.69477,0.69481,2829.6299
04.01.2018 11:00:00.000,0.69481,0.69533,0.69459,0.69504,3050.3301
04.01.2018 12:00:00.000,0.69505,0.69512,0.69434,0.69454,2725.9299
04.01.2018 13:00:00.000,0.69454,0.69468,0.69386,0.69442,4957.6499
04.01.2018 14:00:00.000,0.69439,0.69525,0.69400,0.69461,3751.24
04.01.2018 15:00:00.000,0.69460,0.69706,0.69435,0.69690,4738
04.01.2018 16:00:00.000,0.69691,0.69719,0.69653,0.69694,4010.77
04.01.2018 17:00:00.000,0.69695,0.69716,0.69639,0.69698,2006.51
04.01.2018 18:00:00.000,0.69697,0.69789,0.69672,0.69780,2629
04.01.2018 19:00:00.000,0.69780,0.69819,0.69725,0.69818,2319.71
04.01.2018 20:00:00.000,0.69819,0.69819,0.69740,0.69749,1806.5699
04.01.2018 21:00:00.000,0.69747,0.69772,0.69724,0.69748,1149.8101
04.01.2018 22:00:00.000,0.69747,0.69786,0.69739,0.69741,1543.4301
04.01.2018 23:00:00.000,0.69751,0.69788,0.69714,0.69744,1835
05.01.2018 00:00:00.000,0.69746,0.69815,0.69677,0.69712,2965.3
05.01.2018 01:00:00.000,0.69712,0.69752,0.69687,0.69704,2078.8501
05.01.2018 02:00:00.000,0.69705,0.69731,0.69646,0.69674,2664.6699
05.01.2018 03:00:00.000,0.69675,0.69799,0.69669,0.69768,2226.9299
05.01.2018 04:00:00.000,0.69767,0.69789,0.69749,0.69779,1390.28
05.01.2018 05:00:00.000,0.69777,0.69806,0.69714,0.69722,2405.0601
05.01.2018 06:00:00.000,0.69721,0.69763,0.69696,0.69763,3196.98
05.01.2018 07:00:00.000,0.69761,0.69848,0.69753,0.69842,2984.0701
05.01.2018 08:00:00.000,0.69844,0.69910,0.69812,0.69853,3169.3899
05.01.2018 09:00:00.000,0.69852,0.69923,0.69821,0.69897,3436.6399
05.01.2018 10:00:00.000,0.69898,0.69985,0.69883,0.69901,3023.3701
05.01.2018 11:00:00.000,0.69901,0.69961,0.69869,0.69945,2177.5901
05.01.2018 12:00:00.000,0.69944,0.69964,0.69836,0.69863,2126.55
05.01.2018 13:00:00.000,0.69864,0.70064,0.69837,0.69955,7162.46
05.01.2018 14:00:00.000,0.69955,0.70114,0.69950,0.70062,6594.5698
05.01.2018 15:00:00.000,0.70067,0.70075,0.69908,0.69910,5467.9399
05.01.2018 16:00:00.000,0.69911,0.69930,0.69857,0.69919,4117.48
05.01.2018 17:00:00.000,0.69920,0.69978,0.69906,0.69964,2387.1499
05.01.2018 18:00:00.000,0.69965,0.70027,0.69958,0.69974,1733.28
05.01.2018 19:00:00.000,0.69975,0.70036,0.69965,0.70018,1656.5601
05.01.2018 20:00:00.000,0.70019,0.70055,0.70008,0.70018,1438.17
05.01.2018 21:00:00.000,0.70016,0.70017,0.69853,0.69888,1702.6801
05.01.2018 22:00:00.000,0.69888,0.69888,0.69888,0.69888,0
05.01.2018 23:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 00:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 01:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 02:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 03:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 04:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 05:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 06:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 07:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 08:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 09:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 10:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 11:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 12:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 13:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 14:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 15:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 16:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 17:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 18:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 19:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 20:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 21:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 22:00:00.000,0.69888,0.69888,0.69888,0.69888,0
06.01.2018 23:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 00:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 01:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 02:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 03:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 04:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 05:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 06:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 07:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 08:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 09:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 10:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 11:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 12:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 13:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 14:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 15:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 16:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 17:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 18:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 19:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 20:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 21:00:00.000,0.69888,0.69888,0.69888,0.69888,0
07.01.2018 22:00:00.000,0.69891,0.69996,0.69840,0.69941,2343.6599
07.01.2018 23:00:00.000,0.69938,0.69945,0.69874,0.69938,1440.99
08.01.2018 00:00:00.000,0.69936,0.69945,0.69866,0.69916,1684.52
08.01.2018 01:00:00.000,0.69919,0.70045,0.69919,0.70044,2741.1299
08.01.2018 02:00:00.000,0.70042,0.70052,0.69953,0.70007,2777.8601
08.01.2018 03:00:00.000,0.70009,0.70043,0.69982,0.70029,1849.65
08.01.2018 04:00:00.000,0.70027,0.70037,0.69966,0.70013,2454.8201
08.01.2018 05:00:00.000,0.70014,0.70041,0.69957,0.69968,2986.3701
08.01.2018 06:00:00.000,0.69969,0.70041,0.69955,0.70017,2309.1599
08.01.2018 07:00:00.000,0.70019,0.70041,0.69897,0.69960,3306.53
08.01.2018 08:00:00.000,0.69960,0.70050,0.69937,0.69993,3131.29
08.01.2018 09:00:00.000,0.69990,0.70144,0.69972,0.70128,2461.6399
08.01.2018 10:00:00.000,0.70127,0.70157,0.70035,0.70096,2489.72
08.01.2018 11:00:00.000,0.70098,0.70249,0.70092,0.70169,2230.9099
08.01.2018 12:00:00.000,0.70169,0.70184,0.70106,0.70139,2657.1299
08.01.2018 13:00:00.000,0.70140,0.70200,0.70096,0.70197,3035.4299
08.01.2018 14:00:00.000,0.70196,0.70200,0.70084,0.70097,3557.74
08.01.2018 15:00:00.000,0.70097,0.70201,0.70078,0.70083,4567.52
08.01.2018 16:00:00.000,0.70083,0.70176,0.70069,0.70118,3960.8401
08.01.2018 17:00:00.000,0.70118,0.70148,0.70090,0.70107,2104.75
08.01.2018 18:00:00.000,0.70113,0.70146,0.70099,0.70144,2097.8999
08.01.2018 19:00:00.000,0.70144,0.70208,0.70142,0.70195,1620.6801
08.01.2018 20:00:00.000,0.70195,0.70197,0.70155,0.70158,1427.46
08.01.2018 21:00:00.000,0.70156,0.70176,0.70127,0.70176,616.49
08.01.2018 22:00:00.000,0.70185,0.70196,0.70069,0.70085,1245.4
08.01.2018 23:00:00.000,0.70083,0.70147,0.70080,0.70136,1106.62
09.01.2018 00:00:00.000,0.70136,0.70279,0.70126,0.70222,2673.0601
09.01.2018 01:00:00.000,0.70222,0.70256,0.70136,0.70214,4133.3999
09.01.2018 02:00:00.000,0.70215,0.70306,0.70022,0.70094,3756.45
09.01.2018 03:00:00.000,0.70095,0.70179,0.70062,0.70177,2039.46
09.01.2018 04:00:00.000,0.70177,0.70185,0.70096,0.70150,1732.76
09.01.2018 05:00:00.000,0.70150,0.70252,0.70139,0.70249,1955.25
09.01.2018 06:00:00.000,0.70251,0.70323,0.70236,0.70304,2783.8
09.01.2018 07:00:00.000,0.70302,0.70485,0.70289,0.70427,4772.6401
09.01.2018 08:00:00.000,0.70430,0.70479,0.70329,0.70452,5085.0801
09.01.2018 09:00:00.000,0.70453,0.70503,0.70392,0.70417,4033.98
09.01.2018 10:00:00.000,0.70417,0.70536,0.70401,0.70495,3260.8401
09.01.2018 11:00:00.000,0.70494,0.70580,0.70480,0.70550,2803.97
09.01.2018 12:00:00.000,0.70551,0.70647,0.70496,0.70641,2733.03
09.01.2018 13:00:00.000,0.70642,0.70672,0.70560,0.70593,3942.55
09.01.2018 14:00:00.000,0.70591,0.70610,0.70470,0.70496,5069.0698
09.01.2018 15:00:00.000,0.70495,0.70606,0.70469,0.70491,5344.54
09.01.2018 16:00:00.000,0.70489,0.70615,0.70451,0.70601,4368.8599
09.01.2018 17:00:00.000,0.70601,0.70601,0.70496,0.70549,2411.6599
09.01.2018 18:00:00.000,0.70553,0.70555,0.70462,0.70481,2331.7
09.01.2018 19:00:00.000,0.70480,0.70552,0.70473,0.70542,2723.1499
09.01.2018 20:00:00.000,0.70543,0.70543,0.70437,0.70446,2145.7
09.01.2018 21:00:00.000,0.70447,0.70467,0.70400,0.70462,1225.92
09.01.2018 22:00:00.000,0.70462,0.70486,0.70352,0.70381,2130.3301
09.01.2018 23:00:00.000,0.70390,0.70406,0.70257,0.70314,2040.38
10.01.2018 00:00:00.000,0.70312,0.70418,0.70289,0.70358,2865.55
10.01.2018 01:00:00.000,0.70361,0.70451,0.70309,0.70449,4393.7998
10.01.2018 02:00:00.000,0.70451,0.70483,0.70385,0.70471,3201.7
10.01.2018 03:00:00.000,0.70470,0.70500,0.70451,0.70464,2365.98
10.01.2018 04:00:00.000,0.70464,0.70556,0.70459,0.70534,2337.7
10.01.2018 05:00:00.000,0.70535,0.70551,0.70481,0.70488,2195.1399
10.01.2018 06:00:00.000,0.70487,0.70566,0.70477,0.70544,3863.8799
